X,Y
0.06166205385304191,2.5979128217675664
0.1451866472667379,3.5982771289761986
0.29462191258381376,1.3411307929338163
0.6907955575234306,5.528570616109049
0.9632955981869216,6.314904011902174
0.9019946066555322,4.9087480788464495
0.32808589086085693,5.772058815980397
0.671473465517137,7.072988817876105
0.5580821190068593,4.719859378575006
0.8691656852994232,4.122836568758691
0.7120821834813171,5.448658812753074
0.17928506848331316,1.5315700052979762
0.03375032632127717,2.025951487684279
0.42101408416443276,4.629420425473548
0.1124647746424835,3.5050774860488625
0.43485433953579367,3.4837247551191206
0.6789315190196407,4.620983812010973
0.21053012929710657,4.286250769564155
0.796129068926729,5.502301794833113
0.5794385504420623,3.1126786544670404
0.10406919576176532,1.8579491142381097
0.04986283906789557,2.0468983031119623
0.28058377084588204,3.6324530670760353
0.7869378793250278,4.134205011510565
0.34433626529790007,3.094016009526449
0.26088656998168847,4.7773646945194645
0.7549207957440467,5.3752063405345964
0.4282223593298511,4.113421515347987
0.9003702538656695,4.478558582904282
0.8590220572504156,6.7351819470529515
0.352873574787679,4.207125995071433
0.6151946906388467,3.1842088534359707
0.09535599631358216,2.5270979771650133
0.8903563604874216,5.336048816946491
0.8612436146021228,5.7716633655608
0.608481480028642,4.269216485043285
0.7379598985530373,3.23976953298013
0.3958789777701993,4.077675695848079
0.42127775968367653,3.193679082528156
0.8539631827741807,6.5380183305080095
0.4267340278452082,4.817063635888526
0.2369406342443342,3.289521687728902
0.09589726618129213,2.473266410516128
0.29299510331133805,3.5773030179793373
0.06285178190168761,1.0197963328324346
0.3472201197910474,3.9814108035429845
0.44935678974170357,2.242176625572836
0.3566025270172287,3.8868678084293617
0.35144416490796415,2.3746637913809328
0.19864032954573385,3.4499419366312942
0.21265435523482623,3.2455687050766167
0.4944786833374488,2.9251300549613033
0.5133092726106964,3.449275823968641
0.6050198215464501,4.78944034624201
0.549053721622491,3.7081984038996065
0.3696967485790834,2.245506693685651
0.9692060983681435,7.531422400967655
0.05537278959819747,1.5509317775689957
0.07133781249430671,2.4595302232342817
0.7159914278005975,4.305875883625585
0.9986885025485084,5.372850355064868
0.5603022366872944,3.2390356638729028
0.1843085660634467,0.7449423538523616
0.531229243914691,3.899755325312293
0.35001282389791677,4.542164235237177
0.01487819273277946,1.1317857146951802
0.8357628888838038,5.620685709317758
0.957841584512721,5.477500278890532
0.9858731505380742,5.371173840620842
0.9249926936508445,5.724302630204223
0.9000962938196694,4.641151457924888
0.2716997358425802,2.7675813123479593
0.3866308900316662,3.704898890662279
0.235170740080079,1.7681134475707396
0.45072042675138246,2.4913355297998554
0.0937485910222231,1.9293679217861042
0.07703921413569825,2.6454480658769652
0.8495376232475664,6.065586731018934
0.04902569368803056,2.562576967079963
0.22748706781660932,2.7978148908218015
0.8968466550482572,5.822983400050964
0.6498674870368535,3.385364275616893
0.19381480388206496,1.726985358910637
0.07051590316862,1.0398034828080025
0.7178183631632753,5.0324470147420115
0.9562811102383858,4.6865105150565425
0.667749158424557,5.058161223894275
0.6528888567035346,3.8530769848543684
0.06289502060386576,1.9961311376942594
0.030921850124497552,2.6483736442033963
0.8627345558768466,6.033235873595467
0.06742209499443508,1.8958163423452774
0.5487138896039303,4.012197277787501
0.2453266534045906,3.722802324230336
0.2575947212802012,3.533607286983123
0.44681077881724895,5.420283739870624
0.24385618462747227,2.896560224135204
0.7780195444263076,6.214026738902283
0.3032947473133243,5.147562375305404
0.0036784837821421945,2.9413263431384546
